epoch,learning_rate,batch_size,num_epochs,dropout_rate,max_length,accuracy,class_name,precision,recall,f1-score,support,time
,,,,,,,R,0.7285223367697594,0.6996699669966997,0.7138047138047138,303.0,
,,,,,,0.6882494004796164,,,,,,
,,,,,,,macro avg,0.6974088878227329,0.6794101645687537,0.6859496853890784,834.0,
,,,,,,,weighted avg,0.6926728883570216,0.6882494004796164,0.6882343621528664,834.0,
2,2e-05,16,2,0.1,128,0.7482014388489209,,,,,,
,,,,,,,L,0.8066298342541437,0.7121951219512195,0.7564766839378239,205.0,
,,,,,,,N,0.7091988130563798,0.7331288343558282,0.7209653092006033,326.0,
,,,,,,,R,0.7563291139240507,0.7887788778877888,0.7722132471728594,303.0,
,,,,,,0.7482014388489209,,,,,,
,,,,,,,macro avg,0.7573859204115246,0.7447009447316121,0.7498850801037622,834.0,
,,,,,,,weighted avg,0.7502705642655475,0.7482014388489209,0.7483129794964353,834.0,
1,2e-05,16,2,0.1,256,0.7014388489208633,,,,,,
,,,,,,,L,0.7919463087248322,0.5756097560975609,0.6666666666666666,205.0,
,,,,,,,N,0.6274038461538461,0.8006134969325154,0.7035040431266847,326.0,
,,,,,,,R,0.7657992565055762,0.6798679867986799,0.7202797202797203,303.0,
,,,,,,0.7014388489208633,,,,,,
,,,,,,,macro avg,0.7283831371280849,0.6853637466095854,0.6968168100243571,834.0,
,,,,,,,weighted avg,0.7181292828008802,0.7014388489208633,0.7005440527226873,834.0,
2,2e-05,16,2,0.1,256,0.7553956834532374,,,,,,
,,,,,,,L,0.8031088082901554,0.7560975609756098,0.7788944723618091,205.0,
,,,,,,,N,0.7278481012658228,0.7055214723926381,0.7165109034267912,326.0,
,,,,,,,R,0.7538461538461538,0.8085808580858086,0.7802547770700637,303.0,
,,,,,,0.7553956834532374,,,,,,
,,,,,,,macro avg,0.761601021134044,0.7567332971513522,0.7585533842862214,834.0,
,,,,,,,weighted avg,0.7557927713759288,0.7553956834532374,0.7550037395725828,834.0,
1,2e-05,16,2,0.3,128,0.7158273381294964,,,,,,
,,,,,,,L,0.7142857142857143,0.8048780487804879,0.7568807339449541,205.0,
,,,,,,,N,0.6617647058823529,0.6901840490797546,0.6756756756756757,326.0,
,,,,,,,R,0.7870722433460076,0.6831683168316832,0.7314487632508834,303.0,
,,,,,,0.7158273381294964,,,,,,
,,,,,,,macro avg,0.7210408878380249,0.7260768048973086,0.7213350576238376,834.0,
,,,,,,,weighted avg,0.7201999463789674,0.7158273381294964,0.7158990359640329,834.0,
2,2e-05,16,2,0.3,128,0.7709832134292566,,,,,,
,,,,,,,L,0.7951219512195122,0.7951219512195122,0.7951219512195122,205.0,
,,,,,,,N,0.7345679012345679,0.7300613496932515,0.7323076923076923,326.0,
,,,,,,,R,0.7934426229508197,0.7986798679867987,0.7960526315789473,303.0,
,,,,,,0.7709832134292566,,,,,,
,,,,,,,macro avg,0.7743774918016332,0.7746210562998542,0.7744940917020506,834.0,
,,,,,,,weighted avg,0.770842027046244,0.7709832134292566,0.7709067806483558,834.0,
1,2e-05,16,2,0.3,256,0.7242206235011991,,,,,,
,,,,,,,L,0.7429906542056075,0.775609756097561,0.7589498806682577,205.0,
,,,,,,,N,0.74609375,0.5858895705521472,0.6563573883161512,326.0,
,,,,,,,R,0.6978021978021978,0.8382838283828383,0.7616191904047976,303.0,
,,,,,,0.7242206235011991,,,,,,
,,,,,,,macro avg,0.7289622006692684,0.7332610516775154,0.7256421531297356,834.0,
,,,,,,,weighted avg,0.7277862260745989,0.7242206235011991,0.7198175645332275,834.0,
2,2e-05,16,2,0.3,256,0.7649880095923262,,,,,,
,,,,,,,L,0.8,0.7609756097560976,0.78,205.0,
,,,,,,,N,0.7594501718213058,0.6779141104294478,0.7163695299837926,326.0,
,,,,,,,R,0.75,0.8613861386138614,0.8018433179723502,303.0,
,,,,,,0.7649880095923262,,,,,,
